AUID_ATTNS,MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,n_Samples,n_Years,Waterbody Type,Fraction,Use,Type,Minimum Assessment Period,Min_Assess_Period_Yrs,Minimum number of data points,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient
AK_M_1021212_012,Ocean,Marine,FECAL COLIFORM,MPN/100ML,26,3,Marine,,Aquatic Life,,2 water years,2,20,20,Yes,Yes,Yes
AK_M_1021212_012,Ocean,Marine,FECAL COLIFORM,MPN/100ML,26,3,Marine,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_1021212_012,Ocean,Marine,FECAL COLIFORM,MPN/100ML,26,3,Marine,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_1021212_012,Ocean,Marine,FECAL COLIFORM,MPN/100ML,26,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_012,Ocean,Marine,FECAL COLIFORM,MPN/100ML,26,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_012,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_012,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1021212_012,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1021212_012,Ocean,Marine,PH,,24,3,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_012,Ocean,Marine,PH,,24,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_012,Ocean,Marine,PH,,24,3,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_012,Ocean,Marine,PH,,24,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_012,Ocean,Marine,"TEMPERATURE, WATER",DEG C,24,3,Marine,,Water Supply,,,,,,,,No
AK_M_1021212_012,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_012,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1021212_012,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1021212_013,Ocean,Marine,COPPER,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,COPPER,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,COPPER,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1021212_013,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,FECAL COLIFORM,MPN/100ML,28,3,Marine,,Aquatic Life,,2 water years,2,20,20,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,FECAL COLIFORM,MPN/100ML,28,3,Marine,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,FECAL COLIFORM,MPN/100ML,28,3,Marine,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,FECAL COLIFORM,MPN/100ML,28,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,FECAL COLIFORM,MPN/100ML,28,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1021212_013,Ocean,Marine,PH,,20,3,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,PH,,20,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,PH,,20,3,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,PH,,20,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,"TEMPERATURE, WATER",DEG C,24,3,Marine,,Water Supply,,,,,,,,No
AK_M_1021212_013,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1021212_013,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1021212_017,Ocean,Marine,COPPER,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,COPPER,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,COPPER,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1021212_017,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,FECAL COLIFORM,MPN/100ML,26,3,Marine,,Aquatic Life,,2 water years,2,20,20,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,FECAL COLIFORM,MPN/100ML,26,3,Marine,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,FECAL COLIFORM,MPN/100ML,26,3,Marine,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,FECAL COLIFORM,MPN/100ML,26,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,FECAL COLIFORM,MPN/100ML,26,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1021212_017,Ocean,Marine,PH,,24,3,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,PH,,24,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,PH,,24,3,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,PH,,24,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,"TEMPERATURE, WATER",DEG C,24,3,Marine,,Water Supply,,,,,,,,No
AK_M_1021212_017,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1021212_017,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1030106_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_1030106_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030106_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1030106_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,15,3,Marine,,Aquatic Life,,2 water years,2,20,20,Yes,No,No
AK_M_1030106_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,15,3,Marine,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_1030106_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,15,3,Marine,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_1030106_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,15,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,15,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_1030106_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030106_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1030106_001,Ocean,Marine,PH,,12,3,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_001,Ocean,Marine,PH,,12,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_001,Ocean,Marine,PH,,12,3,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_001,Ocean,Marine,PH,,12,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_001,Ocean,Marine,"TEMPERATURE, WATER",DEG C,12,3,Marine,,Water Supply,,,,,,,,No
AK_M_1030106_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_1030106_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030106_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1030106_002,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_1030106_002,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030106_002,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1030106_002,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_002,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_002,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_002,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_002,Ocean,Marine,FECAL COLIFORM,MPN/100ML,15,3,Marine,,Aquatic Life,,2 water years,2,20,20,Yes,No,No
AK_M_1030106_002,Ocean,Marine,FECAL COLIFORM,MPN/100ML,15,3,Marine,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_1030106_002,Ocean,Marine,FECAL COLIFORM,MPN/100ML,15,3,Marine,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_1030106_002,Ocean,Marine,FECAL COLIFORM,MPN/100ML,15,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_002,Ocean,Marine,FECAL COLIFORM,MPN/100ML,15,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_002,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_1030106_002,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030106_002,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1030106_002,Ocean,Marine,PH,,12,3,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_002,Ocean,Marine,PH,,12,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_002,Ocean,Marine,PH,,12,3,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_002,Ocean,Marine,PH,,12,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_002,Ocean,Marine,"TEMPERATURE, WATER",DEG C,12,3,Marine,,Water Supply,,,,,,,,No
AK_M_1030106_002,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_1030106_002,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030106_002,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1030106_003,Ocean,Marine,COPPER,UG/L,48,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,COPPER,UG/L,48,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,COPPER,UG/L,48,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,96,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,96,3,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,96,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,96,3,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,115,3,Marine,,Aquatic Life,,2 water years,2,20,20,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,115,3,Marine,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,115,3,Marine,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,115,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,FECAL COLIFORM,MPN/100ML,115,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,NICKEL,UG/L,48,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,NICKEL,UG/L,48,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,NICKEL,UG/L,48,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,PH,,96,3,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,PH,,96,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,PH,,96,3,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,PH,,96,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,"TEMPERATURE, WATER",DEG C,96,3,Marine,,Water Supply,,,,,,,,No
AK_M_1030106_003,Ocean,Marine,ZINC,UG/L,48,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,ZINC,UG/L,48,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030106_003,Ocean,Marine,ZINC,UG/L,48,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,COPPER,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,COPPER,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,COPPER,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1030107_025,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,3,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,FECAL COLIFORM,MPN/100ML,30,3,Marine,,Aquatic Life,,2 water years,2,20,20,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,FECAL COLIFORM,MPN/100ML,30,3,Marine,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,FECAL COLIFORM,MPN/100ML,30,3,Marine,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,FECAL COLIFORM,MPN/100ML,30,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,FECAL COLIFORM,MPN/100ML,30,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,NICKEL,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1030107_025,Ocean,Marine,PH,,24,3,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,PH,,24,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,PH,,24,3,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,PH,,24,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,"TEMPERATURE, WATER",DEG C,24,3,Marine,,Water Supply,,,,,,,,No
AK_M_1030107_025,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030107_025,Ocean,Marine,ZINC,UG/L,12,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1030108_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_1030108_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030108_001,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1030108_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030108_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030108_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030108_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030108_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,3,Marine,,Aquatic Life,,2 water years,2,20,20,Yes,No,No
AK_M_1030108_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,3,Marine,,Water Supply,,2 water years,2,10,10,Yes,No,No
AK_M_1030108_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,3,Marine,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,No,No
AK_M_1030108_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,3,Marine,,Water Supply,,2 years,2,10,10,Yes,No,No
AK_M_1030108_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,No,No
AK_M_1030108_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_1030108_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030108_001,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1030108_001,Ocean,Marine,PH,,12,3,Marine,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030108_001,Ocean,Marine,PH,,12,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030108_001,Ocean,Marine,PH,,12,3,Marine,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030108_001,Ocean,Marine,PH,,12,3,Marine,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030108_001,Ocean,Marine,"TEMPERATURE, WATER",DEG C,12,3,Marine,,Water Supply,,,,,,,,No
AK_M_1030108_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,No,No
AK_M_1030108_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030108_001,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1030108_002,Ocean,Marine,COPPER,UG/L,10,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_M_1030108_002,Ocean,Marine,COPPER,UG/L,10,3,Marine,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_M_1030108_002,Ocean,Marine,COPPER,UG/L,10,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_M_1030108_002,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,20,3,Marine,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
