"AUID_ATTNS","ActivityStartDate","TADA.CharacteristicName","n"
"AK_R_1010504_005",2019-11-27,"LEAD",2
"AK_R_1010504_005",2019-11-27,"LITHIUM",2
"AK_R_1010504_005",2019-11-27,"MAGNESIUM",2
"AK_R_1010504_005",2019-11-27,"MANGANESE",2
"AK_R_1010504_005",2019-11-27,"MERCURY",2
"AK_R_1010504_005",2019-11-27,"MOLYBDENUM",2
"AK_R_1010504_005",2019-11-27,"NICKEL",2
"AK_R_1010504_005",2019-11-27,"NITRATE",2
"AK_R_1010504_005",2019-11-27,"NITRITE",2
"AK_R_1010504_005",2019-11-27,"ORGANIC CARBON",2
"AK_R_1010504_005",2019-11-27,"ORTHOPHOSPHATE",2
"AK_R_1010504_005",2019-11-27,"PH",6
"AK_R_1010504_005",2019-11-27,"POTASSIUM",2
"AK_R_1010504_005",2019-11-27,"SEDIMENT",4
"AK_R_1010504_005",2019-11-27,"SELENIUM",2
"AK_R_1010504_005",2019-11-27,"SILVER",2
"AK_R_1010504_005",2019-11-27,"SODIUM",2
"AK_R_1010504_005",2019-11-27,"SPECIFIC CONDUCTANCE",6
"AK_R_1010504_005",2019-11-27,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1010504_005",2019-11-27,"STRONTIUM",2
"AK_R_1010504_005",2019-11-27,"TEMPERATURE, WATER",5
"AK_R_1010504_005",2019-11-27,"THALLIUM",2
"AK_R_1010504_005",2019-11-27,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1010504_005",2019-11-27,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1010504_005",2019-11-27,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1010504_005",2019-11-27,"TURBIDITY",6
"AK_R_1010504_005",2019-11-27,"ZINC",2
"AK_R_1010504_005",2020-03-13,"ACIDITY, (H+)",13
"AK_R_1010504_005",2020-03-13,"ALKALINITY",2
"AK_R_1010504_005",2020-03-13,"ALUMINUM",4
"AK_R_1010504_005",2020-03-13,"AMMONIA AND AMMONIUM",4
"AK_R_1010504_005",2020-03-13,"ANTIMONY",2
"AK_R_1010504_005",2020-03-13,"ARSENIC",4
"AK_R_1010504_005",2020-03-13,"BARIUM",4
"AK_R_1010504_005",2020-03-13,"BAROMETRIC PRESSURE",9
"AK_R_1010504_005",2020-03-13,"BERYLLIUM",4
"AK_R_1010504_005",2020-03-13,"BORON",2
"AK_R_1010504_005",2020-03-13,"CADMIUM",4
"AK_R_1010504_005",2020-03-13,"CALCIUM",4
"AK_R_1010504_005",2020-03-13,"CARBON",2
"AK_R_1010504_005",2020-03-13,"CARBON DIOXIDE",2
"AK_R_1010504_005",2020-03-13,"CHLORIDE",2
"AK_R_1010504_005",2020-03-13,"CHROMIUM",4
"AK_R_1010504_005",2020-03-13,"COBALT",4
"AK_R_1010504_005",2020-03-13,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",23
"AK_R_1010504_005",2020-03-13,"COPPER",4
"AK_R_1010504_005",2020-03-13,"DISSOLVED OXYGEN (DO)",13
"AK_R_1010504_005",2020-03-13,"FLUORIDE",2
"AK_R_1010504_005",2020-03-13,"HARDNESS, CA, MG",2
"AK_R_1010504_005",2020-03-13,"HARDNESS, NON-CARBONATE",2
"AK_R_1010504_005",2020-03-13,"INORGANIC CARBON",4
"AK_R_1010504_005",2020-03-13,"IRON",4
"AK_R_1010504_005",2020-03-13,"KJELDAHL NITROGEN",2
"AK_R_1010504_005",2020-03-13,"LEAD",4
"AK_R_1010504_005",2020-03-13,"LITHIUM",4
"AK_R_1010504_005",2020-03-13,"MAGNESIUM",4
"AK_R_1010504_005",2020-03-13,"MANGANESE",4
"AK_R_1010504_005",2020-03-13,"MERCURY",4
"AK_R_1010504_005",2020-03-13,"MOLYBDENUM",4
"AK_R_1010504_005",2020-03-13,"NICKEL",4
"AK_R_1010504_005",2020-03-13,"NITRATE",4
"AK_R_1010504_005",2020-03-13,"NITRATE + NITRITE",2
"AK_R_1010504_005",2020-03-13,"NITRITE",4
"AK_R_1010504_005",2020-03-13,"NUMBER OF SAMPLING POINTS",2
"AK_R_1010504_005",2020-03-13,"ORGANIC CARBON",4
"AK_R_1010504_005",2020-03-13,"ORGANIC NITROGEN",3
"AK_R_1010504_005",2020-03-13,"ORTHOPHOSPHATE",4
"AK_R_1010504_005",2020-03-13,"PH",15
"AK_R_1010504_005",2020-03-13,"POTASSIUM",4
"AK_R_1010504_005",2020-03-13,"SEDIMENT",8
"AK_R_1010504_005",2020-03-13,"SELENIUM",4
"AK_R_1010504_005",2020-03-13,"SILICA",2
"AK_R_1010504_005",2020-03-13,"SILVER",4
"AK_R_1010504_005",2020-03-13,"SODIUM",4
"AK_R_1010504_005",2020-03-13,"SODIUM ADSORPTION RATIO [(NA)/(SQ ROOT OF 1/2 CA + MG)]",2
"AK_R_1010504_005",2020-03-13,"SODIUM, PERCENT TOTAL CATIONS",2
"AK_R_1010504_005",2020-03-13,"SPECIFIC CONDUCTANCE",15
"AK_R_1010504_005",2020-03-13,"STREAM FLOW, INSTANTANEOUS",4
"AK_R_1010504_005",2020-03-13,"STRONTIUM",4
"AK_R_1010504_005",2020-03-13,"SULFATE",2
"AK_R_1010504_005",2020-03-13,"SUSPENDED SEDIMENT CONCENTRATION (SSC)",2
"AK_R_1010504_005",2020-03-13,"SUSPENDED SEDIMENT DISCHARGE",2
"AK_R_1010504_005",2020-03-13,"TEMPERATURE, WATER",12
"AK_R_1010504_005",2020-03-13,"THALLIUM",4
"AK_R_1010504_005",2020-03-13,"TOTAL DISSOLVED SOLIDS",8
"AK_R_1010504_005",2020-03-13,"TOTAL KJELDAHL NITROGEN (ORGANIC N & NH3)",2
"AK_R_1010504_005",2020-03-13,"TOTAL NITROGEN, MIXED FORMS",10
"AK_R_1010504_005",2020-03-13,"TOTAL PHOSPHORUS, MIXED FORMS",4
"AK_R_1010504_005",2020-03-13,"TURBIDITY",15
"AK_R_1010504_005",2020-03-13,"URANIUM",2
"AK_R_1010504_005",2020-03-13,"VANADIUM",2
"AK_R_1010504_005",2020-03-13,"VOLATILE SUSPENDED SOLIDS",2
"AK_R_1010504_005",2020-03-13,"ZINC",4
"AK_R_1010504_005",2020-07-01,"ACIDITY, (H+)",6
"AK_R_1010504_005",2020-07-01,"ALUMINUM",2
"AK_R_1010504_005",2020-07-01,"AMMONIA AND AMMONIUM",2
"AK_R_1010504_005",2020-07-01,"ARSENIC",2
"AK_R_1010504_005",2020-07-01,"BARIUM",2
"AK_R_1010504_005",2020-07-01,"BAROMETRIC PRESSURE",2
"AK_R_1010504_005",2020-07-01,"BERYLLIUM",2
"AK_R_1010504_005",2020-07-01,"CADMIUM",2
"AK_R_1010504_005",2020-07-01,"CALCIUM",2
"AK_R_1010504_005",2020-07-01,"CHROMIUM",2
"AK_R_1010504_005",2020-07-01,"COBALT",2
"AK_R_1010504_005",2020-07-01,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",10
"AK_R_1010504_005",2020-07-01,"COPPER",2
"AK_R_1010504_005",2020-07-01,"DISSOLVED OXYGEN (DO)",6
"AK_R_1010504_005",2020-07-01,"HEIGHT, GAGE",2
"AK_R_1010504_005",2020-07-01,"INORGANIC CARBON",2
"AK_R_1010504_005",2020-07-01,"IRON",2
"AK_R_1010504_005",2020-07-01,"LEAD",2
"AK_R_1010504_005",2020-07-01,"LITHIUM",2
"AK_R_1010504_005",2020-07-01,"MAGNESIUM",2
"AK_R_1010504_005",2020-07-01,"MANGANESE",2
"AK_R_1010504_005",2020-07-01,"MERCURY",2
"AK_R_1010504_005",2020-07-01,"MOLYBDENUM",2
"AK_R_1010504_005",2020-07-01,"NICKEL",2
"AK_R_1010504_005",2020-07-01,"NITRATE",2
"AK_R_1010504_005",2020-07-01,"NITRITE",2
"AK_R_1010504_005",2020-07-01,"ORGANIC CARBON",2
"AK_R_1010504_005",2020-07-01,"ORGANIC NITROGEN",2
"AK_R_1010504_005",2020-07-01,"ORTHOPHOSPHATE",2
"AK_R_1010504_005",2020-07-01,"PH",7
"AK_R_1010504_005",2020-07-01,"POTASSIUM",2
"AK_R_1010504_005",2020-07-01,"SEDIMENT",4
"AK_R_1010504_005",2020-07-01,"SELENIUM",2
"AK_R_1010504_005",2020-07-01,"SILVER",2
"AK_R_1010504_005",2020-07-01,"SODIUM",2
"AK_R_1010504_005",2020-07-01,"SPECIFIC CONDUCTANCE",7
"AK_R_1010504_005",2020-07-01,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1010504_005",2020-07-01,"STRONTIUM",2
"AK_R_1010504_005",2020-07-01,"TEMPERATURE, WATER",6
"AK_R_1010504_005",2020-07-01,"THALLIUM",2
"AK_R_1010504_005",2020-07-01,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1010504_005",2020-07-01,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1010504_005",2020-07-01,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1010504_005",2020-07-01,"TURBIDITY",6
"AK_R_1010504_005",2020-07-01,"ZINC",2
"AK_R_1010504_005",2020-07-17,"ACIDITY, (H+)",6
"AK_R_1010504_005",2020-07-17,"ALUMINUM",2
"AK_R_1010504_005",2020-07-17,"AMMONIA AND AMMONIUM",2
"AK_R_1010504_005",2020-07-17,"ARSENIC",2
"AK_R_1010504_005",2020-07-17,"BARIUM",2
"AK_R_1010504_005",2020-07-17,"BAROMETRIC PRESSURE",2
"AK_R_1010504_005",2020-07-17,"BERYLLIUM",2
"AK_R_1010504_005",2020-07-17,"CADMIUM",2
"AK_R_1010504_005",2020-07-17,"CALCIUM",2
"AK_R_1010504_005",2020-07-17,"CHROMIUM",2
"AK_R_1010504_005",2020-07-17,"COBALT",2
"AK_R_1010504_005",2020-07-17,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",10
"AK_R_1010504_005",2020-07-17,"COPPER",2
"AK_R_1010504_005",2020-07-17,"DISSOLVED OXYGEN (DO)",6
"AK_R_1010504_005",2020-07-17,"HEIGHT, GAGE",2
"AK_R_1010504_005",2020-07-17,"INORGANIC CARBON",2
"AK_R_1010504_005",2020-07-17,"IRON",2
"AK_R_1010504_005",2020-07-17,"LEAD",2
"AK_R_1010504_005",2020-07-17,"LITHIUM",2
"AK_R_1010504_005",2020-07-17,"MAGNESIUM",2
"AK_R_1010504_005",2020-07-17,"MANGANESE",2
"AK_R_1010504_005",2020-07-17,"MERCURY",2
"AK_R_1010504_005",2020-07-17,"MOLYBDENUM",2
"AK_R_1010504_005",2020-07-17,"NICKEL",2
"AK_R_1010504_005",2020-07-17,"NITRATE",2
"AK_R_1010504_005",2020-07-17,"NITRITE",2
"AK_R_1010504_005",2020-07-17,"ORGANIC CARBON",2
"AK_R_1010504_005",2020-07-17,"ORTHOPHOSPHATE",2
"AK_R_1010504_005",2020-07-17,"PH",7
"AK_R_1010504_005",2020-07-17,"POTASSIUM",2
"AK_R_1010504_005",2020-07-17,"SEDIMENT",4
"AK_R_1010504_005",2020-07-17,"SELENIUM",2
"AK_R_1010504_005",2020-07-17,"SILVER",2
"AK_R_1010504_005",2020-07-17,"SODIUM",2
"AK_R_1010504_005",2020-07-17,"SPECIFIC CONDUCTANCE",7
"AK_R_1010504_005",2020-07-17,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1010504_005",2020-07-17,"STRONTIUM",2
"AK_R_1010504_005",2020-07-17,"TEMPERATURE, WATER",6
"AK_R_1010504_005",2020-07-17,"THALLIUM",2
"AK_R_1010504_005",2020-07-17,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1010504_005",2020-07-17,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1010504_005",2020-07-17,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1010504_005",2020-07-17,"TURBIDITY",6
"AK_R_1010504_005",2020-07-17,"ZINC",2
"AK_R_1010504_005",2020-09-04,"ACIDITY, (H+)",12
"AK_R_1010504_005",2020-09-04,"ALKALINITY",2
"AK_R_1010504_005",2020-09-04,"ALUMINUM",4
"AK_R_1010504_005",2020-09-04,"AMMONIA AND AMMONIUM",4
"AK_R_1010504_005",2020-09-04,"ANTIMONY",2
"AK_R_1010504_005",2020-09-04,"ARSENIC",4
"AK_R_1010504_005",2020-09-04,"BARIUM",4
"AK_R_1010504_005",2020-09-04,"BAROMETRIC PRESSURE",8
"AK_R_1010504_005",2020-09-04,"BERYLLIUM",4
"AK_R_1010504_005",2020-09-04,"BORON",2
"AK_R_1010504_005",2020-09-04,"CADMIUM",4
"AK_R_1010504_005",2020-09-04,"CALCIUM",4
"AK_R_1010504_005",2020-09-04,"CARBON",2
"AK_R_1010504_005",2020-09-04,"CARBON DIOXIDE",2
"AK_R_1010504_005",2020-09-04,"CHLORIDE",2
"AK_R_1010504_005",2020-09-04,"CHROMIUM",4
"AK_R_1010504_005",2020-09-04,"COBALT",4
"AK_R_1010504_005",2020-09-04,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",20
"AK_R_1010504_005",2020-09-04,"COPPER",4
"AK_R_1010504_005",2020-09-04,"DISSOLVED OXYGEN (DO)",12
"AK_R_1010504_005",2020-09-04,"FLUORIDE",2
"AK_R_1010504_005",2020-09-04,"HARDNESS, CA, MG",2
"AK_R_1010504_005",2020-09-04,"HARDNESS, NON-CARBONATE",2
"AK_R_1010504_005",2020-09-04,"INORGANIC CARBON",4
"AK_R_1010504_005",2020-09-04,"IRON",4
"AK_R_1010504_005",2020-09-04,"KJELDAHL NITROGEN",2
"AK_R_1010504_005",2020-09-04,"LEAD",4
"AK_R_1010504_005",2020-09-04,"LITHIUM",4
"AK_R_1010504_005",2020-09-04,"MAGNESIUM",4
"AK_R_1010504_005",2020-09-04,"MANGANESE",4
"AK_R_1010504_005",2020-09-04,"MERCURY",4
"AK_R_1010504_005",2020-09-04,"MOLYBDENUM",4
"AK_R_1010504_005",2020-09-04,"NICKEL",4
"AK_R_1010504_005",2020-09-04,"NITRATE",4
"AK_R_1010504_005",2020-09-04,"NITRATE + NITRITE",2
"AK_R_1010504_005",2020-09-04,"NITRITE",4
"AK_R_1010504_005",2020-09-04,"NUMBER OF SAMPLING POINTS",2
"AK_R_1010504_005",2020-09-04,"ORGANIC CARBON",4
"AK_R_1010504_005",2020-09-04,"ORGANIC NITROGEN",3
"AK_R_1010504_005",2020-09-04,"ORTHOPHOSPHATE",4
"AK_R_1010504_005",2020-09-04,"PH",14
"AK_R_1010504_005",2020-09-04,"POTASSIUM",4
"AK_R_1010504_005",2020-09-04,"SEDIMENT",8
"AK_R_1010504_005",2020-09-04,"SELENIUM",4
"AK_R_1010504_005",2020-09-04,"SILICA",2
"AK_R_1010504_005",2020-09-04,"SILVER",4
"AK_R_1010504_005",2020-09-04,"SODIUM",4
"AK_R_1010504_005",2020-09-04,"SODIUM ADSORPTION RATIO [(NA)/(SQ ROOT OF 1/2 CA + MG)]",2
"AK_R_1010504_005",2020-09-04,"SODIUM, PERCENT TOTAL CATIONS",2
"AK_R_1010504_005",2020-09-04,"SPECIFIC CONDUCTANCE",14
"AK_R_1010504_005",2020-09-04,"STREAM FLOW, INSTANTANEOUS",4
"AK_R_1010504_005",2020-09-04,"STRONTIUM",4
"AK_R_1010504_005",2020-09-04,"SULFATE",2
"AK_R_1010504_005",2020-09-04,"SUSPENDED SEDIMENT CONCENTRATION (SSC)",2
"AK_R_1010504_005",2020-09-04,"SUSPENDED SEDIMENT DISCHARGE",2
"AK_R_1010504_005",2020-09-04,"TEMPERATURE, WATER",12
"AK_R_1010504_005",2020-09-04,"THALLIUM",4
"AK_R_1010504_005",2020-09-04,"TOTAL DISSOLVED SOLIDS",8
"AK_R_1010504_005",2020-09-04,"TOTAL KJELDAHL NITROGEN (ORGANIC N & NH3)",2
"AK_R_1010504_005",2020-09-04,"TOTAL NITROGEN, MIXED FORMS",10
"AK_R_1010504_005",2020-09-04,"TOTAL PHOSPHORUS, MIXED FORMS",4
"AK_R_1010504_005",2020-09-04,"TURBIDITY",12
"AK_R_1010504_005",2020-09-04,"URANIUM",2
"AK_R_1010504_005",2020-09-04,"VANADIUM",2
"AK_R_1010504_005",2020-09-04,"VOLATILE SUSPENDED SOLIDS",2
"AK_R_1010504_005",2020-09-04,"ZINC",4
"AK_R_1010504_005",2020-10-07,"ACIDITY, (H+)",6
"AK_R_1010504_005",2020-10-07,"ALUMINUM",2
"AK_R_1010504_005",2020-10-07,"AMMONIA AND AMMONIUM",2
"AK_R_1010504_005",2020-10-07,"ARSENIC",2
"AK_R_1010504_005",2020-10-07,"BARIUM",2
"AK_R_1010504_005",2020-10-07,"BAROMETRIC PRESSURE",2
"AK_R_1010504_005",2020-10-07,"BERYLLIUM",2
"AK_R_1010504_005",2020-10-07,"CADMIUM",2
"AK_R_1010504_005",2020-10-07,"CALCIUM",2
"AK_R_1010504_005",2020-10-07,"CHROMIUM",2
"AK_R_1010504_005",2020-10-07,"COBALT",2
"AK_R_1010504_005",2020-10-07,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",10
"AK_R_1010504_005",2020-10-07,"COPPER",2
"AK_R_1010504_005",2020-10-07,"DISSOLVED OXYGEN (DO)",6
"AK_R_1010504_005",2020-10-07,"INORGANIC CARBON",2
"AK_R_1010504_005",2020-10-07,"IRON",2
"AK_R_1010504_005",2020-10-07,"LEAD",2
"AK_R_1010504_005",2020-10-07,"LITHIUM",2
"AK_R_1010504_005",2020-10-07,"MAGNESIUM",2
"AK_R_1010504_005",2020-10-07,"MANGANESE",2
"AK_R_1010504_005",2020-10-07,"MERCURY",2
"AK_R_1010504_005",2020-10-07,"MOLYBDENUM",2
"AK_R_1010504_005",2020-10-07,"NICKEL",2
"AK_R_1010504_005",2020-10-07,"NITRATE",2
"AK_R_1010504_005",2020-10-07,"NITRITE",2
"AK_R_1010504_005",2020-10-07,"ORGANIC CARBON",2
"AK_R_1010504_005",2020-10-07,"ORGANIC NITROGEN",2
"AK_R_1010504_005",2020-10-07,"ORTHOPHOSPHATE",2
"AK_R_1010504_005",2020-10-07,"PH",7
"AK_R_1010504_005",2020-10-07,"POTASSIUM",2
"AK_R_1010504_005",2020-10-07,"SEDIMENT",4
"AK_R_1010504_005",2020-10-07,"SELENIUM",2
"AK_R_1010504_005",2020-10-07,"SILVER",2
"AK_R_1010504_005",2020-10-07,"SODIUM",2
"AK_R_1010504_005",2020-10-07,"SPECIFIC CONDUCTANCE",7
"AK_R_1010504_005",2020-10-07,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1010504_005",2020-10-07,"STRONTIUM",2
"AK_R_1010504_005",2020-10-07,"TEMPERATURE, WATER",6
"AK_R_1010504_005",2020-10-07,"THALLIUM",2
"AK_R_1010504_005",2020-10-07,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1010504_005",2020-10-07,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1010504_005",2020-10-07,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1010504_005",2020-10-07,"TURBIDITY",6
"AK_R_1010504_005",2020-10-07,"ZINC",2
"AK_R_1010504_005",2020-10-23,"ACIDITY, (H+)",6
"AK_R_1010504_005",2020-10-23,"ALUMINUM",2
"AK_R_1010504_005",2020-10-23,"AMMONIA AND AMMONIUM",2
"AK_R_1010504_005",2020-10-23,"ARSENIC",2
"AK_R_1010504_005",2020-10-23,"BARIUM",2
"AK_R_1010504_005",2020-10-23,"BAROMETRIC PRESSURE",2
"AK_R_1010504_005",2020-10-23,"BERYLLIUM",2
"AK_R_1010504_005",2020-10-23,"CADMIUM",2
"AK_R_1010504_005",2020-10-23,"CALCIUM",2
"AK_R_1010504_005",2020-10-23,"CHROMIUM",2
"AK_R_1010504_005",2020-10-23,"COBALT",2
"AK_R_1010504_005",2020-10-23,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",10
"AK_R_1010504_005",2020-10-23,"COPPER",2
"AK_R_1010504_005",2020-10-23,"DISSOLVED OXYGEN (DO)",6
"AK_R_1010504_005",2020-10-23,"INORGANIC CARBON",2
"AK_R_1010504_005",2020-10-23,"IRON",2
"AK_R_1010504_005",2020-10-23,"LEAD",2
"AK_R_1010504_005",2020-10-23,"LITHIUM",2
"AK_R_1010504_005",2020-10-23,"MAGNESIUM",2
"AK_R_1010504_005",2020-10-23,"MANGANESE",2
"AK_R_1010504_005",2020-10-23,"MERCURY",2
"AK_R_1010504_005",2020-10-23,"MOLYBDENUM",2
"AK_R_1010504_005",2020-10-23,"NICKEL",2
"AK_R_1010504_005",2020-10-23,"NITRATE",2
"AK_R_1010504_005",2020-10-23,"NITRITE",2
"AK_R_1010504_005",2020-10-23,"ORGANIC CARBON",2
"AK_R_1010504_005",2020-10-23,"ORGANIC NITROGEN",2
"AK_R_1010504_005",2020-10-23,"ORTHOPHOSPHATE",2
"AK_R_1010504_005",2020-10-23,"PH",7
"AK_R_1010504_005",2020-10-23,"POTASSIUM",2
"AK_R_1010504_005",2020-10-23,"SEDIMENT",4
"AK_R_1010504_005",2020-10-23,"SELENIUM",2
"AK_R_1010504_005",2020-10-23,"SILVER",2
"AK_R_1010504_005",2020-10-23,"SODIUM",2
"AK_R_1010504_005",2020-10-23,"SPECIFIC CONDUCTANCE",7
"AK_R_1010504_005",2020-10-23,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1010504_005",2020-10-23,"STRONTIUM",2
"AK_R_1010504_005",2020-10-23,"TEMPERATURE, WATER",6
"AK_R_1010504_005",2020-10-23,"THALLIUM",2
"AK_R_1010504_005",2020-10-23,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1010504_005",2020-10-23,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1010504_005",2020-10-23,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1010504_005",2020-10-23,"TURBIDITY",6
"AK_R_1010504_005",2020-10-23,"ZINC",2
"AK_R_1010504_005",2021-01-21,"ALUMINUM",2
"AK_R_1010504_005",2021-01-21,"AMMONIA AND AMMONIUM",2
"AK_R_1010504_005",2021-01-21,"ARSENIC",2
"AK_R_1010504_005",2021-01-21,"BARIUM",2
"AK_R_1010504_005",2021-01-21,"BERYLLIUM",2
"AK_R_1010504_005",2021-01-21,"CADMIUM",2
"AK_R_1010504_005",2021-01-21,"CALCIUM",2
"AK_R_1010504_005",2021-01-21,"CHROMIUM",2
"AK_R_1010504_005",2021-01-21,"COBALT",2
"AK_R_1010504_005",2021-01-21,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",2
"AK_R_1010504_005",2021-01-21,"COPPER",2
"AK_R_1010504_005",2021-01-21,"INORGANIC CARBON",2
"AK_R_1010504_005",2021-01-21,"IRON",2
"AK_R_1010504_005",2021-01-21,"LEAD",2
"AK_R_1010504_005",2021-01-21,"LITHIUM",2
"AK_R_1010504_005",2021-01-21,"MAGNESIUM",2
"AK_R_1010504_005",2021-01-21,"MANGANESE",2
"AK_R_1010504_005",2021-01-21,"MERCURY",2
"AK_R_1010504_005",2021-01-21,"MOLYBDENUM",2
"AK_R_1010504_005",2021-01-21,"NICKEL",2
"AK_R_1010504_005",2021-01-21,"NITRATE",2
"AK_R_1010504_005",2021-01-21,"NITRITE",2
"AK_R_1010504_005",2021-01-21,"ORTHOPHOSPHATE",2
"AK_R_1010504_005",2021-01-21,"PH",2
"AK_R_1010504_005",2021-01-21,"POTASSIUM",2
"AK_R_1010504_005",2021-01-21,"SEDIMENT",4
"AK_R_1010504_005",2021-01-21,"SELENIUM",2
"AK_R_1010504_005",2021-01-21,"SILVER",2
"AK_R_1010504_005",2021-01-21,"SODIUM",2
"AK_R_1010504_005",2021-01-21,"SPECIFIC CONDUCTANCE",2
"AK_R_1010504_005",2021-01-21,"STREAM FLOW, INSTANTANEOUS",2
"AK_R_1010504_005",2021-01-21,"STRONTIUM",2
"AK_R_1010504_005",2021-01-21,"THALLIUM",2
"AK_R_1010504_005",2021-01-21,"TOTAL DISSOLVED SOLIDS",4
"AK_R_1010504_005",2021-01-21,"TOTAL NITROGEN, MIXED FORMS",5
"AK_R_1010504_005",2021-01-21,"TOTAL PHOSPHORUS, MIXED FORMS",2
"AK_R_1010504_005",2021-01-21,"TURBIDITY",2
"AK_R_1010504_005",2021-01-21,"ZINC",2
"AK_R_1010504_005",2021-04-14,"ACIDITY, (H+)",3
"AK_R_1010504_005",2021-04-14,"ALKALINITY",2
"AK_R_1010504_005",2021-04-14,"ALUMINUM",4
"AK_R_1010504_005",2021-04-14,"AMMONIA AND AMMONIUM",4
"AK_R_1010504_005",2021-04-14,"ANTIMONY",2
"AK_R_1010504_005",2021-04-14,"ARSENIC",4
"AK_R_1010504_005",2021-04-14,"BARIUM",4
"AK_R_1010504_005",2021-04-14,"BAROMETRIC PRESSURE",3
"AK_R_1010504_005",2021-04-14,"BERYLLIUM",4
"AK_R_1010504_005",2021-04-14,"BORON",2
"AK_R_1010504_005",2021-04-14,"CADMIUM",4
"AK_R_1010504_005",2021-04-14,"CALCIUM",4
"AK_R_1010504_005",2021-04-14,"CARBON DIOXIDE",2
"AK_R_1010504_005",2021-04-14,"CHLORIDE",2
"AK_R_1010504_005",2021-04-14,"CHROMIUM",4
"AK_R_1010504_005",2021-04-14,"COBALT",4
"AK_R_1010504_005",2021-04-14,"COLORED DISSOLVED ORGANIC MATTER (CDOM)",6
"AK_R_1010504_005",2021-04-14,"COPPER",4
"AK_R_1010504_005",2021-04-14,"DISSOLVED OXYGEN (DO)",3
"AK_R_1010504_005",2021-04-14,"FLUORIDE",2
"AK_R_1010504_005",2021-04-14,"HARDNESS, CA, MG",2
"AK_R_1010504_005",2021-04-14,"HARDNESS, NON-CARBONATE",2
"AK_R_1010504_005",2021-04-14,"HEIGHT, GAGE",4
"AK_R_1010504_005",2021-04-14,"INORGANIC CARBON",3
"AK_R_1010504_005",2021-04-14,"IRON",4
"AK_R_1010504_005",2021-04-14,"KJELDAHL NITROGEN",2
"AK_R_1010504_005",2021-04-14,"LEAD",4
"AK_R_1010504_005",2021-04-14,"LITHIUM",4
"AK_R_1010504_005",2021-04-14,"MAGNESIUM",4
"AK_R_1010504_005",2021-04-14,"MANGANESE",4
"AK_R_1010504_005",2021-04-14,"MERCURY",4
"AK_R_1010504_005",2021-04-14,"MOLYBDENUM",4
"AK_R_1010504_005",2021-04-14,"NICKEL",4
"AK_R_1010504_005",2021-04-14,"NITRATE",4
"AK_R_1010504_005",2021-04-14,"NITRATE + NITRITE",2
"AK_R_1010504_005",2021-04-14,"NITRITE",4
"AK_R_1010504_005",2021-04-14,"ORGANIC CARBON",3
"AK_R_1010504_005",2021-04-14,"ORGANIC NITROGEN",4
"AK_R_1010504_005",2021-04-14,"ORTHOPHOSPHATE",4
"AK_R_1010504_005",2021-04-14,"PH",5
"AK_R_1010504_005",2021-04-14,"POTASSIUM",4
"AK_R_1010504_005",2021-04-14,"SEDIMENT",7
"AK_R_1010504_005",2021-04-14,"SELENIUM",4
"AK_R_1010504_005",2021-04-14,"SILICA",2
"AK_R_1010504_005",2021-04-14,"SILVER",4
"AK_R_1010504_005",2021-04-14,"SODIUM",4
"AK_R_1010504_005",2021-04-14,"SODIUM ADSORPTION RATIO [(NA)/(SQ ROOT OF 1/2 CA + MG)]",2
"AK_R_1010504_005",2021-04-14,"SODIUM, PERCENT TOTAL CATIONS",2
"AK_R_1010504_005",2021-04-14,"SPECIFIC CONDUCTANCE",5
"AK_R_1010504_005",2021-04-14,"STREAM FLOW, INSTANTANEOUS",6
"AK_R_1010504_005",2021-04-14,"STREAM WIDTH MEASURE",3
"AK_R_1010504_005",2021-04-14,"STRONTIUM",4
"AK_R_1010504_005",2021-04-14,"SULFATE",2
"AK_R_1010504_005",2021-04-14,"SUSPENDED SEDIMENT CONCENTRATION (SSC)",2
