AUID_ATTNS,Name_AU,TADA.MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Waterbody Type,Fraction,Constituent Group,Use,Use Description,Type,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Dec Use,DEC Use Description,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,THALLIUM,UG/L,DISSOLVED,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,VANADIUM,UG/L,TOTAL,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5040101_004,Noatak River,RIVER/STREAM,River,CHLORIDE,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5040101_004,Noatak River,RIVER/STREAM,River,FLUORIDE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5040101_004,Noatak River,RIVER/STREAM,River,NITRATE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5040102_006,Noatak River,RIVER/STREAM,River,CHLORIDE,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5040102_006,Noatak River,RIVER/STREAM,River,FLUORIDE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5040102_006,Noatak River,RIVER/STREAM,River,NITRATE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5040214_006,Noatak River,RIVER/STREAM,River,CHLORIDE,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5040214_006,Noatak River,RIVER/STREAM,River,FLUORIDE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5040214_006,Noatak River,RIVER/STREAM,River,NITRATE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_002,Unnamed Creek,STREAM,River,ALKALINITY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_002,Unnamed Creek,STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_002,Unnamed Creek,STREAM,River,HARDNESS,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_002,Unnamed Creek,STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_003,Unnamed Creek,STREAM,River,ALKALINITY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_003,Unnamed Creek,STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_003,Unnamed Creek,STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_003,Unnamed Creek,STREAM,River,HARDNESS,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_003,Unnamed Creek,STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_004,Unnamed Creek,STREAM,River,ALKALINITY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_004,Unnamed Creek,STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_004,Unnamed Creek,STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_004,Unnamed Creek,STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_004,Unnamed Creek,STREAM,River,HARDNESS,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_004,Unnamed Creek,STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_004,Unnamed Creek,STREAM,River,URANIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_005,Unnamed Creek,STREAM,River,ALKALINITY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_005,Unnamed Creek,STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_005,Unnamed Creek,STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_005,Unnamed Creek,STREAM,River,HARDNESS,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020505_005,Unnamed Creek,STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020506_001,Ublutuoch River,STREAM,River,ALKALINITY,UG/L,DISSOLVED,3,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020506_001,Ublutuoch River,STREAM,River,ALUMINUM,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020506_001,Ublutuoch River,STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020506_001,Ublutuoch River,STREAM,River,BARIUM,UG/L,DISSOLVED,3,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020506_001,Ublutuoch River,STREAM,River,HARDNESS,MG/L,,3,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020506_001,Ublutuoch River,STREAM,River,MANGANESE,UG/L,DISSOLVED,3,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020507_005,Blackfish Creek,STREAM,River,ALKALINITY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020507_005,Blackfish Creek,STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020507_005,Blackfish Creek,STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020507_005,Blackfish Creek,STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020507_005,Blackfish Creek,STREAM,River,HARDNESS,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6020507_005,Blackfish Creek,STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050109_001,Canning River,STREAM,River,ALKALINITY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050109_001,Canning River,STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050109_001,Canning River,STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050109_001,Canning River,STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050109_001,Canning River,STREAM,River,HARDNESS,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050109_001,Canning River,STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050109_001,Canning River,STREAM,River,URANIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050111_001,Canning River,STREAM,River,ALKALINITY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050111_001,Canning River,STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050111_001,Canning River,STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050111_001,Canning River,STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050111_001,Canning River,STREAM,River,HARDNESS,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050111_001,Canning River,STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050111_001,Canning River,STREAM,River,URANIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050203_001,Okerokovik River,STREAM,River,ALKALINITY,UG/L,DISSOLVED,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050203_001,Okerokovik River,STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050203_001,Okerokovik River,STREAM,River,ANTIMONY,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050203_001,Okerokovik River,STREAM,River,BARIUM,UG/L,DISSOLVED,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050203_001,Okerokovik River,STREAM,River,HARDNESS,MG/L,,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050203_001,Okerokovik River,STREAM,River,MANGANESE,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050203_001,Okerokovik River,STREAM,River,URANIUM,UG/L,DISSOLVED,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050204_002,Jago River,STREAM,River,ALKALINITY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050204_002,Jago River,STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050204_002,Jago River,STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050204_002,Jago River,STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050204_002,Jago River,STREAM,River,HARDNESS,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050204_002,Jago River,STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050204_002,Jago River,STREAM,River,URANIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050209_001,Hulahula River,STREAM,River,ALKALINITY,UG/L,DISSOLVED,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050209_001,Hulahula River,STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050209_001,Hulahula River,STREAM,River,ANTIMONY,UG/L,DISSOLVED,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050209_001,Hulahula River,STREAM,River,BARIUM,UG/L,DISSOLVED,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050209_001,Hulahula River,STREAM,River,HARDNESS,MG/L,,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050209_001,Hulahula River,STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050209_001,Hulahula River,STREAM,River,URANIUM,UG/L,DISSOLVED,3,3,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050213_001,Marsh Creek,STREAM,River,ALKALINITY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050213_001,Marsh Creek,STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050213_001,Marsh Creek,STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050213_001,Marsh Creek,STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050213_001,Marsh Creek,STREAM,River,HARDNESS,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050213_001,Marsh Creek,STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050213_001,Marsh Creek,STREAM,River,URANIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050214_002,Katakturuk River,STREAM,River,ALKALINITY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050214_002,Katakturuk River,STREAM,River,ALUMINUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050214_002,Katakturuk River,STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050214_002,Katakturuk River,STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050214_002,Katakturuk River,STREAM,River,HARDNESS,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050214_002,Katakturuk River,STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050214_002,Katakturuk River,STREAM,River,URANIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050415_001,Aichilik River,STREAM,River,ALKALINITY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050415_001,Aichilik River,STREAM,River,ANTIMONY,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050415_001,Aichilik River,STREAM,River,BARIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050415_001,Aichilik River,STREAM,River,HARDNESS,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050415_001,Aichilik River,STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_6050415_001,Aichilik River,STREAM,River,URANIUM,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_7050217_003,West Fork Dennison Fork,RIVER/STREAM,River,CHLORIDE,MG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_7050217_003,West Fork Dennison Fork,RIVER/STREAM,River,FLUORIDE,UG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_7050217_003,West Fork Dennison Fork,RIVER/STREAM,River,NITRATE,UG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_7050219_030,Wade Creek,RIVER/STREAM,River,CHLORIDE,MG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_7050219_030,Wade Creek,RIVER/STREAM,River,FLUORIDE,UG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_7050219_030,Wade Creek,RIVER/STREAM,River,NITRATE,UG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_7050222_010,Fortymile River,RIVER/STREAM,River,CHLORIDE,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_7050222_010,Fortymile River,RIVER/STREAM,River,FLUORIDE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_7050222_010,Fortymile River,RIVER/STREAM,River,NITRATE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_8030405_006,Delta River,RIVER/STREAM,River,CHLORIDE,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_8030405_006,Delta River,RIVER/STREAM,River,FLUORIDE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_8030405_006,Delta River,RIVER/STREAM,River,NITRATE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,HARDNESS,MG/L,DISSOLVED,4,4,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,HARDNESS,MG/L,TOTAL,9,9,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,HARDNESS,MG/L,DISSOLVED,4,4,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,HARDNESS,MG/L,TOTAL,9,9,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_8040102_012_002,Ikhèenjik River,RIVER/STREAM,River,CHLORIDE,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_8040102_012_002,Ikhèenjik River,RIVER/STREAM,River,FLUORIDE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_8040102_012_002,Ikhèenjik River,RIVER/STREAM,River,NITRATE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010113_004,North Fork Koyukuk River,RIVER/STREAM,River,CHLORIDE,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010113_004,North Fork Koyukuk River,RIVER/STREAM,River,FLUORIDE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010113_004,North Fork Koyukuk River,RIVER/STREAM,River,NITRATE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010119_002,John River,RIVER/STREAM,River,CHLORIDE,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010119_002,John River,RIVER/STREAM,River,FLUORIDE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010119_002,John River,RIVER/STREAM,River,NITRATE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010302_001,Alatna River,RIVER/STREAM,River,CHLORIDE,MG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010302_001,Alatna River,RIVER/STREAM,River,FLUORIDE,UG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010302_001,Alatna River,RIVER/STREAM,River,NITRATE,UG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010308_001,Alatna River,RIVER/STREAM,River,CHLORIDE,MG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010308_001,Alatna River,RIVER/STREAM,River,FLUORIDE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010308_001,Alatna River,RIVER/STREAM,River,NITRATE,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010501_004,Koyukuk River,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,6,6,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010501_004,Koyukuk River,RIVER/STREAM,River,AMMONIA,MG/L,,13,6,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010501_004,Koyukuk River,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,7,7,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010501_004,Koyukuk River,RIVER/STREAM,River,CHROMIUM,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010501_004,Koyukuk River,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,7,7,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010501_004,Koyukuk River,RIVER/STREAM,River,NITRITE,UG/L,TOTAL,3,3,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010501_004,Koyukuk River,RIVER/STREAM,River,PHOSPHORUS,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9010501_004,Koyukuk River,RIVER/STREAM,River,PHOSPHORUS,UG/L,TOTAL,3,3,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9030423_034,Yukon River,STREAM,River,ALKALINITY,UG/L,DISSOLVED,70,38,6,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_9030423_034,Yukon River,STREAM,River,HARDNESS,MG/L,,37,37,6,,,,,,,,,,,,,,,,Hardness dependency not applicable.
