AUID_ATTNS,Waterbody Type,Use,Use_Category,overallStatus,assessmentUnitName,locationDescription,waterSize,waterSizeUnits
NA,NA,NA,NA,NA,Nilumat Creek,"on W slope of Towak Mtns., flows SW 3 mi. to Kochechik Bay, 3.5 mi. S of Cape Romonzof; HUC: 19030502",3,Miles
NA,NA,NA,NA,NA,Chalk Creek,"In Mentasta Mts., flows SW 10 mi. to Jack Creek E of Lost Creek, 33 mi. SE of Mentasta Pass, Alaska Ra.; 62?30' N, 143?10' W",10,Miles
NA,NA,NA,NA,NA,Jack Creek,"Flows SE 18 mi. between Nutzotin and Wrangell Mts. to Nabesna River, 5.5 mi. NE of Nabesna, Wrangell Mts.; 62?24' N, 142?51' W",18,Miles
NA,NA,NA,NA,NA,Bradfield River,"confluence of East and North forks,  flows to Bradfield Canal 30 mi. SE of Wrangell",2.5,Miles
NA,NA,NA,NA,NA,Schoenbar Creek,Ketchikan,3,Miles
NA,NA,NA,NA,NA,Eskimo Creek,"Naknek, Bristol Bay; HUC: 19030204",7,Miles
NA,NA,NA,NA,NA,Glacier Creek (Nome),"heads on E side of Mount Brynteson. flows SW 6 mi. to Snake River, 6 mi. NW of Nome",6,Miles
NA,NA,NA,NA,NA,"Solomon River, East Fork","Flow SW to Solomon River, 10 mi. NE of Solomon, Seward Peninsula",7.5,Miles
NA,NA,NA,NA,NA,Little Stony Creek,"Heads N of Gravel Mtn., flows N 4.5 mi. to Stony Creek, 2 mi. N of Stony Hill and 11.5 mi. NE of head of  McKinley River, Alaska Ra.; 63?29'45"" N, 150?15'00"" W",5,Miles
NA,NA,NA,NA,NA,Hoadley Creek,3160 Tongass Avenue Ketchikan,1,Miles
NA,NA,NA,NA,NA,Warren Ames Bridge Kenai,Kenai River BEACH program monitoring location. Located at intersection of Warren Ames Memorial Bridge and Kenai River.,0.1385,Miles
NA,NA,NA,NA,NA,Shovel Creek,"7 mi. NE of Solomon (Nome), vicinity of Lee's Camp.",12,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Seventymile River tributary),"Yukon-Charley Rivers National Preserve, flows N to Seventymile River",3.5,Miles
NA,NA,NA,NA,NA,Paco's River,"Heads in mountains near Chakina River headwaters, flows S into Bremner Glacier, Wrangell-St Elias National Park",5,Miles
NA,NA,NA,NA,NA,Rock Creek,"Heads in Mentasta Mts., flows SW 5 mi. to Caribou Creek 10 mi. SE of its junc. with Copper River, Alaska Range, 62?34' N, 143?28' W",5,Miles
NA,NA,NA,NA,NA,Montana Creek (Talkeetna),flows W 6 miles to Nenana River 10 mi S of Healy,6,Miles
NA,NA,NA,NA,NA,"Unnamed Creek, Sweetwater Lake, Stream 3","Coffman Cove, Prince of Wales Island, USFS 3030 Road",0.4,Miles
NA,NA,NA,NA,NA,East Creek,"flows 6.5 mi NW to Resurrection Creek on Kenai Penin., 16 mi SW of Hope",6.5,Miles
NA,NA,NA,NA,NA,Upper Talarik Creek,"flows S 25 mi Iliamna Lake, 15 mi SW of Iliamna, Bristol Bay area",10,Miles
NA,NA,NA,NA,NA,Chokosna River,"Flows SW 14 mi. to Gilahina River E of Gilahina Butte, 27 mi. W of McCarthy, Copper River Basin; 61?25'30"" N, 143?44'00"" W; Wrangell-St Elias National Preserve",14,Miles
NA,NA,NA,NA,NA,Unnamed creek (Icy Bay),"Flows E from Robinson Mountains to Icy Bay, near terminus of Guyot Glacier",3,Miles
NA,NA,NA,NA,NA,Upper Charley River,"Flows W to Charley River, Yukon-Charley Rivers National Preserve",10,Miles
NA,NA,NA,NA,NA,Duck River,"flows SW 1.5 mi. from Silver Lake to the Lagoon at the head of Galena Bay, 40 mi. NW of Cordova",1.5,Miles
NA,NA,NA,NA,NA,Mill Creek,"Flows SE 4.8 mi. to Lakina River, 2.5 mi. SW of Lakina Glacier terminus, 17 mi. NW of McCarthy, Wrangell Mts.; 61?32'N, 143?23'W, Wrangell-St Elias National Preserve",4.8,Miles
NA,NA,NA,NA,NA,Russian Creek,"flows NE to Women's Bay, S of Kodiak",9,Miles
NA,NA,NA,NA,NA,Rufus Creek,"Flows NW 5.5 mi. to Slana River 1.6 mi. NE of its junc. with Copper River, Alaska Ra.; 62?43' N, 143?56' W.",5.5,Miles
NA,NA,NA,NA,NA,Kantishna River,"heads at junc. of Birch Creek and McKinley River, flows N 108 mi. to Tanana River, 32 mi. NW of Nenana",108,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Capital Mountain),"Heads N of Capital Mountain, flows N",4.5,Miles
NA,NA,NA,NA,NA,Whittier Creek,"heads at teriminus of Whittier glacier, flow NW 2 mi. to Passage Canal at Whittier",250,Miles
NA,NA,NA,NA,NA,Salmon River,"Heads in Glacier Bay National Monument, flows 13 miles South to Icy Passage at Gustavus.",13,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Gorge Creek tributary),"Tributary to Gorge Creek, spring, Denali National Park",1,Miles
NA,NA,NA,NA,NA,Spring Creek,Spring Creek near Palmer flows into Rabbit Slough,4.3,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Stuver Creek tributary),"Flows N and E to Stuver Creek upstream of the Stuver and Antler Creeks confluence, Wrangell-St Elias National Preserve",2,Miles
NA,NA,NA,NA,NA,Coal Creek,"heads at 65?09' N, 143?39' W, flows NE 24 mi. to Yukon River, 10 miles W of junc. of Charley and Yukon Rivers, Yukon-Tanana High. ; 65?21 N, 143?07' W",14,Miles
NA,NA,NA,NA,NA,Bons Creek,Near Red Dog Mine.,2,Miles
NA,NA,NA,NA,NA,McRoberts Creek,"aprrox 4 mi SE of Palmer, flows 10 mi south into Jim Creek",10,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Rock Lake outflow),"Flows ~2 miles between Rock Lake and Ptarmigan Lake, Nutzotin Mountains",2,Miles
NA,NA,NA,NA,NA,Mills Creek,"Flow N to Canyon Creek, 16 mi. S of Sunrise, Chugach Mts.",10,Miles
NA,NA,NA,NA,NA,Granite Creek,N of Sitka; HUC: 19010203,0.9,Miles
NA,NA,NA,NA,NA,Chuit Creek,"tributary to middle of Chuitna River, from headwaters flows SE ~10.25 mi.",10.25,Miles
NA,NA,NA,NA,NA,Eklutna River,"originates at Eklutna Glacier and flows 22 mi. through Eklutna Lake, emptying into the Knik Arm of Cook Inlet approximately 17 mi. northeast of Anchorage HUC: 19020402",22,Miles
NA,NA,NA,NA,NA,Ikalukarok Creek,"Red Dog mine, located about 170 kilometres north of the Arctic Circle in northwest Alaska, near Kotzebue; HUC: 19050404",20,Miles
NA,NA,NA,NA,NA,Clear Creek,"flows NW 10 mi to Talkeetna River, 6.5 mi NE of Talkeetna Glacier, 45 mi NW of Tahnetna Pass in Talkeetna Mtns.",6,Miles
NA,NA,NA,NA,NA,Lake Creek,"Heads on NW side of Williams Peak, flows NW to Nizina River 6 miles downstream of Chitostone River confluence, Wrangell-St Elias National Preserve",2,Miles
NA,NA,NA,NA,NA,Three Fingers Stream,"Flows SW to Upper Charley River, Yukon-Charley Rivers National Preserve",4.55,Miles
NA,NA,NA,NA,NA,Copper Creek,"Heads at 64'50' N, 142""42' W, flows NW 27 mi. to Charley River, 28 mi. W of Eagle, Yukon-Tanana Highlands",10,Miles
NA,NA,NA,NA,NA,Crooked Creek Watershed: Independence Creek,"Flows 3.4 miles to meet Mastadon Creek, junction is the headwaters of Mammoth Creek; HUC: 19040402",3.4,Miles
NA,NA,NA,NA,NA,Scheffler Creek,downtown Seward,3,Miles
NA,NA,NA,NA,NA,Bear Creek (Hope),"south side of Turnagain Arm, flows NNW 6 mi. to Hope",6,Miles
NA,NA,NA,NA,NA,Eldorado Creek,"In Kantishna Hills, flows NE 5.5 miles to Moose Creek, 3.5 miles NNW of Wonder Lake, Alaska Range. 63?31'50"" N, 150?58'15""",6,Miles
NA,NA,NA,NA,NA,Unnamed Stream (West Fork Glacier tributary),"Flows N and E to West Fork Glacier, W of West Fork Nizina River, Wrangell-St Elias National Park.",2,Miles
NA,NA,NA,NA,NA,Gunnuk Creek,flows SW 5 mi to Keku Strait on NW Kupreanof Island,5,Miles
NA,NA,NA,NA,NA,Hidden Creek,"Flows E 3.5 mi. to Hidden Creek Lake, W of Kennicott Glacier, 11 mi.
NW of McCarthy, Wrangell Mts.; 61?33'30"" N, 143?08'00"" W",3.5,Miles
NA,NA,NA,NA,NA,Upper Birch Creek drainage: Butte Creek,Approximately 100 miles northeast of Fairbanks; HUC: 19040402,4,Miles
NA,NA,NA,NA,NA,Cache Creek,"the entire Cache Creek flows SW 21 miles to Kahiltna River, 33 mi west of Talkeetna this segment is 11 miles from Dollar Creek to the headwaters",11,Miles
NA,NA,NA,NA,NA,Bass Creek (Chuitna River tributary),"N. reach Chuitna River tributary, near Tyonenk, upper W side of Cook Inlet",4.75,Miles
NA,NA,NA,NA,NA,California Creek,"flows SE 8 miles to Galaicer Creek, at Girdwood",8,Miles
NA,NA,NA,NA,NA,Jim Creek,"flows 10 miles SW to Knik River, 7.5 miles SE of Palmer, in the Cook Inlet Lowlands",10,Miles
NA,NA,NA,NA,NA,Last Chance Creek,"Kantishna Hills, flows NW 2.7 mi. to Caribou Creek, 8 mi. NNE of Wonder Lake, Alaska Range",3,Miles
NA,NA,NA,NA,NA,Birch Creek,"Flows SW to Fish Lake, 10 mi. to Birch Creek, 6 mi. south of Talkeetna HUC 19020503",8,Miles
NA,NA,NA,NA,NA,Starrigavan Creek,"flows NE 3 mi. into Starrigavan Bay, apprx. 5 mi. N of Sitka on Baranof Island",4,Miles
NA,NA,NA,NA,NA,Beaver Creek,"In Nutzotin Mts., flows SE, through Beaver Lake, and NE 85 mi., across Alaska-Canada boundary, to White River in Yukon, Canada, Alaska Ra.; 62?02'N, 141?47'W; Wrangell-St Elias National Preserve",9,Miles
NA,NA,NA,NA,NA,Johnson Creek,flows 4.0 miles SE to Berners Bay at the mouth of Lace River,4,Miles
NA,NA,NA,NA,NA,China Poot Creek,"flow from China Poot Lake to China Poot Bay, E shore of Kachemak Bay, on Kenai Peninsula, ~9 mi SE of Homer",0.75,Miles
NA,NA,NA,NA,NA,Naknek River,"Naknek, Bristol Bay; HUC: 19030204",1,Miles
NA,NA,NA,NA,NA,Hunter Creek,"Heads in mountains S of Chitina River near Kiagna River, flows N to Chitina River, Wrangell-St Elias National Park",8.7,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Althea Creek),"located at Green Creek mine, NW coast Admiralty Island, SE AK",0.25,Miles
NA,NA,NA,NA,NA,Sawmill Creek (Haines),City of Haines; HUC: 19010301,3,Miles
NA,NA,NA,NA,NA,Crooked Creek Watershed: Bedrock Creek,"Flows NE 6 mi. to Crooked Creek, 35 mi. SW of Circle, Yukon Tanana Highlands; 65?33'45"", 145?05'40"" W",6,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Fall's Creek),"Heads at glacier and flows E to Falls Creek, Wrangell-St Elias National Park, 3 miles NW of Upper Tebay Lake",0.2,Miles
NA,NA,NA,NA,NA,Moonshine Creek,"Flows W 5.3 mi. to Nizina River, 4.5 mi. E of Nizina Mtn. and 20 mi. NE of McCarthy, Wrangell Mts, 61? 36' N, 142?26' W",5.3,Miles
NA,NA,NA,NA,NA,Freshwater Creek,"7.5 miles long, head of Freshwater Bay, Chichagof Island",7.5,Miles
NA,NA,NA,NA,NA,Klutina River,"heads at Klutina Galcier, flows 63 mi NE to Copper River at Copper Center",63,Miles
NA,NA,NA,NA,NA,Clearwater Fork Toklat River,"Kantishna Hills, flows NE 30 mi. to Toklat River, 8 mi. SSW of junc. of that stream's East Fork, Alaska Range, 63?48'30"" N, 150?17'10"" W",10,Miles
NA,NA,NA,NA,NA,Cantwell Creek,"Heads at Cantwell Glacier, flows E 21 mi. to Jack River, 34 mi. S of Healy, Alaska Ra.; 63?23'30"" N, 148? 55'45"" W",21,Miles
NA,NA,NA,NA,NA,Snake River,"Nome, AK, mouth of river is Nome small boat harbor.",35,Miles
NA,NA,NA,NA,NA,Donlin Creek,"flows SW 14 mi. joins Flat Creek to form Crooked Creek, 15 mi NW of village of Crooked Creek, & 43 mi NW of Sleetmute",14,Miles
NA,NA,NA,NA,NA,Willow Creek,"Heads in mountains W of Tana River, flows E to Tana River, approximately 17 miles upstream of Tana and Chitina Rivers confluence",17,Miles
NA,NA,NA,NA,NA,Talkeetna River,heads in Talkeetna Glacier in Talkeetna Mtns. Flows NW and SW 85 miles to Suisitna River,3,Miles
NA,NA,NA,NA,NA,Unnamed Creek (McKinley River tributary 1),Tributary to McKinley River at McKinley Bar,2,Miles
NA,NA,NA,NA,NA,King Salmon River,"Naknek, Bristol Bay; HUC: 19030203; flows to Egegik Bay",46,Miles
NA,NA,NA,NA,NA,Bridge Creek,"flows 5 mi. NW to Twitter Creek, a trib to Anchor River, NW of Homer",5,Miles
NA,NA,NA,NA,NA,Tisuk River,"Flows W to Bering Sea, 11 mi. SE of Cape Douglasand 40 mi. NW of Nome, Seward Peninsula.",22,Miles
NA,NA,NA,NA,NA,Sagavanirktok River,At Sagwon on North Slope.,120,Miles
NA,NA,NA,NA,NA,Rice Creek,"Kachemak Bay, NE of Homer, between Fritz Creek and McNeil Canyon.",2,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Chokosna River tributary),Flows SW to Chokosna River,1.7,Miles
NA,NA,NA,NA,NA,Allison Creek,"heads in lake, flows N 2 mi.to Port Valdez, 3.7 mi. SW of Valdez",2,Miles
NA,NA,NA,NA,NA,Marten Creek,"Kantishna Hills, flows SE 3.5 mi. to Crooked Creek, 4 mi. W of
junc. of Toklat River and its Clearwater Fork, Alaska Range, 63?48'4OU N, 153?25'00"" W",4,Miles
NA,NA,NA,NA,NA,Dog Salmon Creek,"East side of Prince of Wales Island in Southeast, and the southwest part of Polk Inlet, flows NE 4.7 mi. into Polk Inlet",2,Miles
NA,NA,NA,NA,NA,Goose Creek,Wasilla; HUC: 19020505,14,Miles
NA,NA,NA,NA,NA,Igloo Creek,"Flows NE 10 mi. to Teklanika River, 24 mi. SW of Healy, Alaska Range, 63?38'30"" N, 149?34'00"" W",10,Miles
NA,NA,NA,NA,NA,Lake Creek,"flows 4 miles SE to Auke Lake, 1.2 mi NE of Auke Bay, and 10 mi NW of Juneau",4,Miles
NA,NA,NA,NA,NA,Hogan Creek,"Flows NW to Sanctuary River, parallels Denali Park Road for some distance",4,Miles
NA,NA,NA,NA,NA,Deshka River (Kroto Creek),Western trib to Susitna R. approx. 9 miles west of Willow,30,Miles
NA,NA,NA,NA,NA,Bear Creek,"Heads in Fourth of July Pass, flows SW 2.3 mi. to Fohlin Creek, 12 mi. NW of McCarthy, Wrangell Mts.; 61?29' N, 143?15' W, Wrangell-st Elias National Preserve",2.3,Miles
NA,NA,NA,NA,NA,Gulkana River,"flows S 60 mi from Gulkana Glacier to Copper River, 9 mi NE of Glenallen",60,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Solo Creek tributary),"Flows E to Solo Creek, 46 mi. NE of McCarthy, Alaska Range, 61?45' N, 141?401 W, Wrangell-St Elias National Preserve",3.5,Miles
NA,NA,NA,NA,NA,Deep Creek,"on Kenai Peninsula, heads N. of Boxcar Hills, flows NW to Cook Inlet at Cape Ninilchik, 39 mi. SW of Kenai",30,Miles
NA,NA,NA,NA,NA,Fubar Creek,"HUC: 19010103; tributary to Harris River, central Prince of Wales Island",4,Miles
NA,NA,NA,NA,NA,Kuskokwim River,"2 miles upriver and 2 miles downriver from the village of Aniak on the Kuskokwim River, Aniak is on the south bank of the riverat the head of Aniak Slough 59 miles SW of Russian Mission",0.1,Miles
NA,NA,NA,NA,NA,Sweeper Creek,"Adak Naval Air Station, Adak Island, Aleutian Islands, AK",1.25,Miles
NA,NA,NA,NA,NA,Busch Creek,"flows NE 5.8 mi to Goose Creek, 12 mi SW of its junc. with Susitna River",13,Miles
NA,NA,NA,NA,NA,Indian River,"flows S 5 mi to Eastern Anchorage, 1 mi SE of Sitka on W coast of Baranof Island.",5,Miles
NA,NA,NA,NA,NA,Willow Creek,Mat-su valley;HUC: 19020505,28,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Savage River tributary),"Flows N to Savage River, Denali National Park",2,Miles
NA,NA,NA,NA,NA,Fourth of July Creek,"flows NE 12 miles to Yukon River, 34 mi NW of Eagle, Yukon-Tanana Highlands",12,Miles
NA,NA,NA,NA,NA,Fritz Creek,"flows 7 mi S to Kachmak Bay, 7 mi NE of Homer, lower Cook Inlet",7,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Petersburg),"~7 mi. S of Petersburg on NE side of Mitkof Island, between Taain Creek and Twin Creek",0.6,Miles
NA,NA,NA,NA,NA,Auke Creek,Flows from Auke Lake to Auke Bay.,0.3,Miles
NA,NA,NA,NA,NA,Unnamed Creek (East Fork Bremner River tributary),"Heads at glacier and flows NW to the East Fork Bremner River, Wrangell-St Elias National Park",1,Miles
NA,NA,NA,NA,NA,Sheep Gulch,"Flows S to to Chichokna River, Wrangell-St Elias National Preserve",0.25,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Sheep Glacier),"Heads at glacier, flows NE, Wrangell-Saint Elias National Preserve",1.3,Miles
NA,NA,NA,NA,NA,Shaw Creek,northern tributary of Tanana River,40,Miles
NA,NA,NA,NA,NA,Woodard Creek,"Homer, Alaska",4,Miles
NA,NA,NA,NA,NA,Gravel Creek,"In Nutzotin Mts., flows SE 9 mi. to easternmost of Braye Lakes, 36 mi. E of Euchre Mtn., Alaska Ra.; 62?03'10"" N, 141?04'45""W",9,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Old Harbor),"~1.0 mi. NE of Old Harbor, S side of Kodiak Island, flow S 2 mi. to Sitkalidark Strait",2,Miles
NA,NA,NA,NA,NA,Tattler Creek,"Flows SE to Igloo Creek, Denali National Park",2,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Chuitna River tributary),"tributary to the Chuitna River, near Tyonek, upper Cook Inlet E side",10,Miles
NA,NA,NA,NA,NA,Chavolda Creek,"Flows W 13 mi. to Chisana River, 10 mi. N of Euchre Mtn. and 40 mi. SE of Nabesna, Alaska Ra.; 62?11' N, 142?05' W, Wrangell-St Elias National Preserve",13,Miles
NA,NA,NA,NA,NA,Eyak River,South East of Cordova. Outlet of Eyak Lake and Ibeck Creek which runs to the western side of the Copper River Delta.,6,Miles
NA,NA,NA,NA,NA,Beaver Creek,"flows S into the Kenai River, E of Kenai; HUC: 19020302",11,Miles
NA,NA,NA,NA,NA,Glacier Creek,"In Nutzotin Mts., heads at lake in Caribou Pass, flows NW 2.7 mi. to Chavolda Creek 6.2 mi. SE of its junc. with Chisana River, Alaska Ra.; 62?08'05"" N, 141?55'15"" W, Wrangell-St Elias National Preserve.",3,Miles
NA,NA,NA,NA,NA,Strelna Creek,"Flows SW 14 mi. to Kuskulana River, 1.6 mi. S of Strelna and 77 mi. NE of Valdez, Wrangell Mts.; 61?29' N, 144?03' W, Wrangell-St Elias National Park",14,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Mt Sanford),"Heads NW of Mt Sanford, flows NW",1.2,Miles
NA,NA,NA,NA,NA,Greens Creek,"NE corner of Hawk Inlet on N, NW end of Admiralty Island, Southeast Alaska",7,Miles
NA,NA,NA,NA,NA,One Mile Creek,"aprox 3 miles S of Haines on the W side of the Chilkat Peninsula; is crossed by Small Tracts and Mud Bay Roads cataloged anadromous fish stream: 115-32-10260  Conacts: Randy Erickson, ADF&G/Haines @766-3638; Ben Kirkpatrick, ADF&G/Habitat/jnu 465-4288",2,Miles
NA,NA,NA,NA,NA,Sunshine Creek,"heads in largest of Sunshine Lakes, flows 2.6 miles to Suisitna River, 10 miles S of Talkeetna",2.6,Miles
NA,NA,NA,NA,NA,Sawmill Creek (Sitka),"flows into Sawmill Cove SE of Sitka, Baranof Island",3,Miles
NA,NA,NA,NA,NA,Bear Creek (Hogatza),Hogatza,10,Miles
NA,NA,NA,NA,NA,Maggie Creek,"Flows N to Kandik River, Yukon-Charley Rivers National Preserve",7,Miles
NA,NA,NA,NA,NA,Unnanmed Creek (Little Stony Creek tributary),"Tributary to Little Stony Creek in Denali National Park, near Stony Hill/Dome",2.5,Miles
NA,NA,NA,NA,NA,McCarthy Creek,"Flows S and W 18 miles from McCarthy Glacier terminus to Kennicott River at Mccarthy, Wrangell Mountains, 61?25'45""N, 142?56'00""",18,Miles
NA,NA,NA,NA,NA,Peterson Creek,"NW end of Douglas Island, NW of Juneau Contact: Cathy Needham, Central Council of Tlingit and Haida Indian Tribes of AK, 463-7187",4,Miles
NA,NA,NA,NA,NA,Sangaina Creek,"Heads at lake and flows 10 mi. N to Hanagita River, 37 mi. NW of McCarthy, Chugach Mts.; 61?15' N, 143?58'W, Wrangell-St Elias National Preserve",12,Miles
NA,NA,NA,NA,NA,Buskin River,"heads at Buskin Lake in Kodiak and flows NE 3.5 mi to Saint Paul Harbor, 3.7 mi SW of Kodiak",3.5,Miles
NA,NA,NA,NA,NA,Chatanika River,"heads at junc. of McManus and Smith Creeks, flows SW 128 miles to Tolovana River, 48 miles NW of Fairbanks",128,Miles
NA,NA,NA,NA,NA,"Little Creek, south fork (Nome)","flows 3 mi. SW to Snake River, 3 mi. NW of Nome, Seward Peninsula",3,Miles
NA,NA,NA,NA,NA,Lower Talarik Creek,"flow into N side of Iliamna Lake, W of Iliamna",10,Miles
NA,NA,NA,NA,NA,Herring Bay Creek,"a stream that flows NW to SE approx 0.5, to perhaps a mile, thru tidal wetlands into Herring Bay, S coast of Revillagigedo Island, approx 6 mi SE of Ketchikan",0.5,Miles
NA,NA,NA,NA,NA,Tanana River,"formed by the confluence of the Chisana and Nebesna Rivers at Northway Junction, flows NW 440 mi. to the Yukon River, 3.5 mi. E of Tanana",440,Miles
NA,NA,NA,NA,NA,North Fork White River,"Flows SE 22 mi. to White River, 50 mi. NE of McCarthy, Alaska Ra.; 61?45' N, 141?34' W",5,Miles
NA,NA,NA,NA,NA,Bear Creek,"Heads on Brooker Mtn., at S end of Kantishna Hills, flows N 40 mi. to Bearpaw River, 21 mi. WNW of junc. of Toklat River and its East Fork, Tanana Lowlands, 63?58'50"" N, 150?49'40"" W",2,Miles
NA,NA,NA,NA,NA,Cooper Creek,Cooper Creek at Cooper Landing on the Kenai Peninsula,4.4,Miles
NA,NA,NA,NA,NA,Palmer Creek (Homer),"on Kenai Peninsula, flows S 2.5 mi. to a marsh 1 mi. NE of Beluga Lake, Homer",2.5,Miles
NA,NA,NA,NA,NA,Whale Passage,"old logging camp, in passage between Thorne Island and Prince of Wales Island",0.05,Miles
NA,NA,NA,NA,NA,Stampede Creek,"in Kantishna Hills, flow NE 2.5 mi. to Clearwater Fork, 4 mi. S of that stream's confluence with Toklat River, Alaska Range",4.76,Miles
NA,NA,NA,NA,NA,Yukon River (Galena),"Yukon River near Galena, within HUC10 1909020511; flows from just upstream of Kala Slough to confluence with Pilot Mountain Slough. Near Galena.",36.06,Miles
NA,NA,NA,NA,NA,Salt Lagoon (Saint Paul Island),"lagoon on S side of Saint Paul Island, Bering Sea; HUC: 19030104",0.24,Square Miles
NA,NA,NA,NA,NA,Kvichak Bay (Naknek),Naknek,19.2,Miles
NA,NA,NA,NA,NA,Kodiak Landfill Creek,"Drains to Monashka Bay near Kodiak, north of Monashka Bay Road.",0.29,Miles
NA,NA,NA,NA,NA,Wulik River,"Wulik River within HUC10 1905040409, flows from just downstream of the confluence with Ikalukrock Creek to the mouth near Kivalina.",56,Miles
NA,NA,NA,NA,NA,Sandy Beach (Douglas),Douglas,0.37,Miles
NA,NA,NA,NA,NA,Naknek River Beach,Naknek River near city of Naknek,27,Miles
NA,NA,NA,NA,NA,Fire Cove,uplands associated with cove and old logging camp,0.05,Miles
NA,NA,NA,NA,NA,Unnamed Lake (near Wonder Lake),"Just east of Wonder Lake, approximately 1.5 miles S of Moose Creek, adjacent to Denali Park road. 63.489037, -150.866654",17,Acres
NA,NA,NA,NA,NA,Dutch Harbor (entire harbor),"HUC10 1903010208, monitoring location at 53.9032N, -166.5255W",0.65,Square Miles
NA,NA,NA,NA,NA,Nome Harbor,HUC10 1901021010,3.25,Square Miles
NA,NA,NA,NA,NA,Bathing Beauty Pond,"HUC10 1908030710, monitoring location at 64.714164N, -147.193331W",10,Acres
NA,NA,NA,NA,NA,Caribou Creek,"HUC10 1902010102, monitoring location at 62.57322628N, -143.51831183W",20.05,Miles
NA,NA,NA,NA,NA,Unnamed creek (on Windy Ridge),"HUC10 1902010118, monitoring location at 62.38761N, -144.365361W",0.02,Miles
NA,NA,NA,NA,NA,Twelvemile Creek,"HUC10 1902010309, monitoring location at 60.811194N, -142.478516W",5.98,Miles
NA,NA,NA,NA,NA,Unnamed creek (near Tana Knob),"HUC10 1902010311, monitoring location at 60.979466N, -142.857788W",3.35,Miles
NA,NA,NA,NA,NA,Unnamed creek (Gates Glacier tributary),"HUC10 1902010317, monitoring location at 61.586787N, -142.965631W",0.5,Miles
NA,NA,NA,NA,NA,Unnamed creek (near Lake Creek),"HUC10 1902010318, monitoring location at 61.353773N, -142.611336W",0.5,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Tebay Lake tributary),"HUC10 1902010321, monitoring location at 61.188501N, -144.390546W",5.16,Miles
NA,NA,NA,NA,NA,Kennicott River,"HUC10 1902010317, monitoring location at 61.43432N, -142.94053W",5.78,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Little Bremner River tributary),"HUC10 1902010409, monitoring location at 61.051741N, -144.40322W",0.31,Miles
NA,NA,NA,NA,NA,Hidden Creek,"HUC10 1902050417, monitoring location at 62.584799N, -151.204494W",6.77,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Granite Creek Tributary),"HUC10 1902050418, monitoring location at 62.481078N, -151.187995W",4.8,Miles
NA,NA,NA,NA,NA,Willow Creek,"HUC10 1907040207, monitoring location at 61.991352N, -141.763678W",7.73,Miles
NA,NA,NA,NA,NA,Unnamed creek (Charley River tributary),"HUC10 1907050613, monitoring location at 64.902142N, -143.731877W",21,Miles
NA,NA,NA,NA,NA,Unnamed creek (Crescent Creek tributary),"HUC10 1907050614, monitoring location at 64.804154N, -143.985624W",5.38,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Yukon River tributary),"HUC10 1907050617, monitoring location at 65.333N, -142.943W",0.73,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Yukon River tributary),"HUC10 1907050617, monitoring location at 65.42502N, -142.977476W",6.78,Miles
NA,NA,NA,NA,NA,Webber Creek,"HUC10 1907050618, monitoring location at 65.339958N, -143.63214W",22.73,Miles
NA,NA,NA,NA,NA,Woodchopper Creek,"HUC10 1907050618, monitoring location at 65.232976N, -143.55383W",24.58,Miles
NA,NA,NA,NA,NA,Chathenda Creek,"HUC10 1908030103, monitoring location at 62.09908N, -141.782646W",26.55,Miles
NA,NA,NA,NA,NA,Trail Creek,"HUC10 1908030112, monitoring location at 62.52338N, -143.22081W",6.35,Miles
NA,NA,NA,NA,NA,Caribou Creek,"HUC10 1908030906, monitoring location at 65.1564694444445N, -147.607W",5.31,Miles
NA,NA,NA,NA,NA,Little Poker Creek,"HUC10 1908030906, monitoring location at 65.1643611111111N, -147.500938888889W",3.35,Miles
NA,NA,NA,NA,NA,Poker Creek,"HUC10 1908030906, monitoring location at 65.1523833333333N, -147.485119444444W",11.86,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Caribou Creek tributary),"HUC10 1908030906, monitoring location at 65.1578527777778N, -147.606502777778W",1.48,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Caribou Creek tributary),"HUC10 1908030906, monitoring location at 65.14485N, -147.574238888889W",1.5,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Poker Creek Tributary),"HUC10 1908030906, monitoring location at 65.18055N, -147.440669444444W",2.67,Miles
